TIME,2026-06-12T14:57:58,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),10351.441327176946,inf
BEAM ENERGY (eV),2.222222,inf
BEAM DENSITY - FIT (m^-3),386579155.77177405,inf
BEAM DENSITY - SATURATION (m^-3),7880693759.761328,inf
BEAM TEMPERATURE (eV),0.0016409729446895404,inf
THERMAL SPEED (m/s),198.90367896098726,inf
AFLVEN SPEED (m/s),22262439.44273744,inf
PLASMA FREQUENCY (rad/s),12986.501377062908,inf
DEBYE LENGTH (m),0.015316186645334365,inf
