TIME,2026-06-12T20:24:25,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),17322.09765231583,207707.90110490145
BEAM ENERGY (eV),6.2228131136898135,149.23451844641536
BEAM DENSITY - FIT (m^-3),87061119.91865912,1085070208763.5883
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0007292811505853029,5.479384653774343
THERMAL SPEED (m/s),132.59880188721553,498134.25150681206
AFLVEN SPEED (m/s),46911556.5228454,292336765695.33325
PLASMA FREQUENCY (rad/s),6162.89933460416,38405079.52249937
DEBYE LENGTH (m),0.021515652729014158,156.55705042007662
