TIME,2026-06-10T21:09:05,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),17426.890748460177,573.1292470449099
BEAM ENERGY (eV),6.298332878903773,0.41427456367605603
BEAM DENSITY - FIT (m^-3),35090349.30938973,86435679.76513231
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.016163447840369827,0.06284871824035698
THERMAL SPEED (m/s),624.2508015497951,1213.6446111432622
AFLVEN SPEED (m/s),73892119.18272078,91006725.16154729
PLASMA FREQUENCY (rad/s),3912.6121117865605,4818.836150044623
DEBYE LENGTH (m),0.15954834870271675,0.36719156188702384
