TIME,2026-06-12T19:58:14,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-1.084119e-09,-8.480030e-10
-1.755102e+00,-1.088901e-09,-8.649890e-10
-1.510204e+00,-1.083417e-09,-8.768936e-10
-1.265306e+00,-1.080445e-09,-8.820590e-10
-1.020408e+00,-1.081377e-09,-8.789191e-10
-7.755102e-01,-1.080584e-09,-9.010078e-10
-5.306122e-01,-1.082513e-09,-9.081301e-10
-2.857143e-01,-1.088295e-09,-9.194976e-10
-4.081633e-02,-1.082804e-09,-9.269326e-10
2.040816e-01,-1.093320e-09,-9.122710e-10
4.489796e-01,-1.077627e-09,-9.238835e-10
6.938776e-01,-1.078873e-09,-9.331562e-10
9.387755e-01,-1.080529e-09,-9.267237e-10
1.183673e+00,-1.080793e-09,-9.292925e-10
1.428571e+00,-1.092845e-09,-9.388578e-10
1.673469e+00,-1.078226e-09,-9.250664e-10
1.918367e+00,-1.089874e-09,-9.388372e-10
2.163265e+00,-1.080208e-09,-9.432369e-10
2.408163e+00,-1.082951e-09,-9.357113e-10
2.653061e+00,-1.085623e-09,-9.526419e-10
2.897959e+00,-1.087293e-09,-9.526901e-10
3.142857e+00,-1.091552e-09,-9.584751e-10
3.387755e+00,-1.084286e-09,-9.520421e-10
3.632653e+00,-1.092157e-09,-9.562275e-10
3.877551e+00,-1.092630e-09,-9.516115e-10
4.122449e+00,-1.083270e-09,-9.637305e-10
4.367347e+00,-1.094322e-09,-9.572571e-10
4.612245e+00,-1.086770e-09,-9.590387e-10
4.857143e+00,-1.097377e-09,-9.744798e-10
5.102041e+00,-1.095282e-09,-9.709434e-10
5.346939e+00,-1.094063e-09,-9.775082e-10
5.591837e+00,-1.095073e-09,-9.859801e-10
5.836735e+00,-1.091127e-09,-9.680121e-10
6.081633e+00,-1.096799e-09,-9.728511e-10
6.326531e+00,-1.102227e-09,-9.753853e-10
6.571429e+00,-1.105741e-09,-9.813861e-10
6.816327e+00,-1.108880e-09,-9.790460e-10
7.061224e+00,-1.096068e-09,-9.856672e-10
7.306122e+00,-1.089854e-09,-9.730043e-10
7.551020e+00,-1.098490e-09,-9.865023e-10
7.795918e+00,-1.098239e-09,-9.827439e-10
8.040816e+00,-1.103862e-09,-9.862372e-10
8.285714e+00,-1.100042e-09,-1.005305e-09
8.530612e+00,-1.099736e-09,-9.935687e-10
8.775510e+00,-1.093632e-09,-9.935472e-10
9.020408e+00,-1.096026e-09,-9.991792e-10
9.265306e+00,-1.110090e-09,-1.005270e-09
9.510204e+00,-1.113431e-09,-1.006266e-09
9.755102e+00,-1.114572e-09,-1.002270e-09
1.000000e+01,-1.105671e-09,-1.015239e-09
