TIME,2026-06-12T19:58:14,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),21012.720917455816,99.07145616141261
BEAM ENERGY (eV),9.15694019886955,0.08634687559490253
BEAM DENSITY - FIT (m^-3),30389039.748983562,41608755.200671874
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0025460015497614794,0.005486354011592363
THERMAL SPEED (m/s),247.75443501048193,266.9418128470698
AFLVEN SPEED (m/s),79402372.51267412,54358971.31864655
PLASMA FREQUENCY (rad/s),3641.0902008468547,2492.695262535719
DEBYE LENGTH (m),0.06804402564727963,0.08686125825572248
