TIME,2026-06-09T22:45:03,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),5587.287822792607,24.918899045377255
BEAM ENERGY (eV),6.464843447966451,0.05766546715809822
BEAM DENSITY - FIT (m^-3),25456836689.510784,1813761792.7320297
BEAM DENSITY - SATURATION (m^-3),26199311194.865795,1351507284.8570867
BEAM TEMPERATURE (eV),0.16776069165508975,0.018144282921484893
THERMAL SPEED (m/s),636.4321993741681,34.41689996584322
AFLVEN SPEED (m/s),868169.8189326967,30927.904876571498
PLASMA FREQUENCY (rad/s),33349.55950275981,1188.0532834519975
DEBYE LENGTH (m),0.019083676332261625,0.0012358067927945022
