TIME,2026-06-12T19:06:29,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-1.0000,10.0000
NUM SWEEP STEPS,48,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-1.000000e+00,-1.191767e-10,-3.622610e-10
-7.659574e-01,-1.084390e-10,-3.975424e-10
-5.319149e-01,-1.205060e-10,-4.406203e-10
-2.978723e-01,-1.102273e-10,-4.501715e-10
-6.382979e-02,-1.258506e-10,-4.856692e-10
1.702128e-01,-1.092392e-10,-5.248973e-10
4.042553e-01,-1.178755e-10,-5.458445e-10
6.382979e-01,-1.277226e-10,-5.667361e-10
8.723404e-01,-1.403463e-10,-5.793578e-10
1.106383e+00,-1.567002e-10,-6.014116e-10
1.340426e+00,-1.950166e-10,-6.009107e-10
1.574468e+00,-2.361170e-10,-6.220182e-10
1.808511e+00,-2.626588e-10,-6.228535e-10
2.042553e+00,-3.024020e-10,-6.602716e-10
2.276596e+00,-3.329454e-10,-6.462726e-10
2.510638e+00,-3.570517e-10,-6.626457e-10
2.744681e+00,-3.778385e-10,-6.706170e-10
2.978723e+00,-4.194817e-10,-6.692314e-10
3.212766e+00,-4.224878e-10,-6.820753e-10
3.446809e+00,-4.296488e-10,-6.805860e-10
3.680851e+00,-4.521124e-10,-6.998554e-10
3.914894e+00,-4.690442e-10,-6.870949e-10
4.148936e+00,-4.984116e-10,-7.024171e-10
4.382979e+00,-4.992186e-10,-6.943274e-10
4.617021e+00,-4.969011e-10,-7.073392e-10
4.851064e+00,-5.090867e-10,-7.208025e-10
5.085106e+00,-5.351202e-10,-7.159505e-10
5.319149e+00,-5.286965e-10,-7.251676e-10
5.553191e+00,-5.358231e-10,-7.229888e-10
5.787234e+00,-5.480432e-10,-7.183385e-10
6.021277e+00,-5.544948e-10,-7.330067e-10
6.255319e+00,-5.683777e-10,-7.250910e-10
6.489362e+00,-5.730474e-10,-7.393278e-10
6.723404e+00,-5.666380e-10,-7.462960e-10
6.957447e+00,-5.721420e-10,-7.460521e-10
7.191489e+00,-5.880022e-10,-7.454529e-10
7.425532e+00,-5.766520e-10,-7.568561e-10
7.659574e+00,-5.795256e-10,-7.552001e-10
7.893617e+00,-5.827615e-10,-7.613122e-10
8.127660e+00,-5.789693e-10,-7.547195e-10
8.361702e+00,-5.891709e-10,-7.553596e-10
8.595745e+00,-5.854972e-10,-7.572533e-10
8.829787e+00,-5.850380e-10,-7.695964e-10
9.063830e+00,-5.960401e-10,-7.656563e-10
9.297872e+00,-5.962278e-10,-7.541001e-10
9.531915e+00,-6.103408e-10,-7.623976e-10
9.765957e+00,-6.070214e-10,-7.804357e-10
1.000000e+01,-6.026299e-10,-7.826289e-10
