TIME,2026-06-12T21:06:56,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),21788.016497027384,159.51331873249632
BEAM ENERGY (eV),9.845123852166997,0.1441552404924859
BEAM DENSITY - FIT (m^-3),63556269.52602391,199775445.26975843
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0013783870450866824,0.006009711051769821
THERMAL SPEED (m/s),182.29623407345676,397.4020564515592
AFLVEN SPEED (m/s),54905110.34785138,86291194.7879191
PLASMA FREQUENCY (rad/s),5265.6519338222815,8275.721400578566
DEBYE LENGTH (m),0.034619879240884395,0.09303908345465649
