TIME,2026-06-12T17:16:56,
SOURCE,EMINEM,
METER,EMINEM,
SWEEP VOLTAGE RANGE (V),-10.0000,40.0000
NUM SWEEP STEPS,150,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-1.000000e+01,1.300384e-08,1.298335e-08
-9.664430e+00,1.239625e-08,1.214138e-08
-9.328859e+00,1.179623e-08,1.156184e-08
-8.993289e+00,1.127512e-08,1.102025e-08
-8.657718e+00,1.069104e-08,1.048395e-08
-8.322148e+00,1.020027e-08,9.978019e-09
-7.986577e+00,9.685979e-09,9.484958e-09
-7.651007e+00,9.218711e-09,8.913021e-09
-7.315436e+00,8.771178e-09,8.502651e-09
-6.979866e+00,8.240958e-09,7.980021e-09
-6.644295e+00,7.790378e-09,7.527171e-09
-6.308725e+00,7.308710e-09,7.071288e-09
-5.973154e+00,6.857378e-09,6.612368e-09
-5.637584e+00,6.382533e-09,6.172417e-09
-5.302013e+00,5.965322e-09,5.698326e-09
-4.966443e+00,5.532963e-09,5.347121e-09
-4.630872e+00,5.089221e-09,4.838143e-09
-4.295302e+00,4.654576e-09,4.468737e-09
-3.959732e+00,4.233584e-09,3.986299e-09
-3.624161e+00,3.816387e-09,3.582758e-09
-3.288591e+00,3.388571e-09,3.183765e-09
-2.953020e+00,2.990338e-09,2.748363e-09
-2.617450e+00,2.596657e-09,2.353922e-09
-2.281879e+00,2.169598e-09,1.910937e-09
-1.946309e+00,1.737988e-09,1.475533e-09
-1.610738e+00,1.254040e-09,1.023444e-09
-1.275168e+00,7.640232e-10,5.000512e-10
-9.395973e-01,1.647771e-10,-7.719701e-11
-6.040268e-01,-4.708775e-10,-7.234695e-10
-2.684564e-01,-1.244582e-09,-1.497174e-09
6.711409e-02,-2.091865e-09,-2.357350e-09
4.026846e-01,-3.118160e-09,-3.369995e-09
7.382550e-01,-4.251409e-09,-4.554063e-09
1.073826e+00,-5.643318e-09,-5.949768e-09
1.409396e+00,-7.152043e-09,-7.535860e-09
1.744966e+00,-9.079475e-09,-9.405650e-09
2.080537e+00,-1.127618e-08,-1.164180e-08
2.416107e+00,-1.382865e-08,-1.433460e-08
2.751678e+00,-1.694698e-08,-1.740741e-08
3.087248e+00,-2.058644e-08,-2.109540e-08
3.422819e+00,-2.470600e-08,-2.530829e-08
3.758389e+00,-2.920716e-08,-2.990879e-08
4.093960e+00,-3.397835e-08,-3.485748e-08
4.429530e+00,-3.898463e-08,-3.993510e-08
4.765101e+00,-4.413588e-08,-4.517734e-08
5.100671e+00,-4.950022e-08,-5.059633e-08
5.436242e+00,-5.483728e-08,-5.692246e-08
5.771812e+00,-6.025542e-08,-6.162993e-08
6.107383e+00,-6.575854e-08,-6.723246e-08
6.442953e+00,-7.151353e-08,-7.281450e-08
6.778523e+00,-7.659884e-08,-7.820010e-08
7.114094e+00,-8.188049e-08,-8.354391e-08
7.449664e+00,-8.721370e-08,-8.913199e-08
7.785235e+00,-9.227612e-08,-9.452063e-08
8.120805e+00,-9.752062e-08,-9.964516e-08
8.456376e+00,-1.028615e-07,-1.049975e-07
8.791946e+00,-1.079815e-07,-1.101994e-07
9.127517e+00,-1.132010e-07,-1.153970e-07
9.463087e+00,-1.183590e-07,-1.209092e-07
9.798658e+00,-1.234002e-07,-1.258337e-07
1.013423e+01,-1.285893e-07,-1.313709e-07
1.046980e+01,-1.343178e-07,-1.365880e-07
1.080537e+01,-1.398930e-07,-1.423666e-07
1.114094e+01,-1.454865e-07,-1.489992e-07
1.147651e+01,-1.513429e-07,-1.538727e-07
1.181208e+01,-1.568392e-07,-1.593327e-07
1.214765e+01,-1.614793e-07,-1.647022e-07
1.248322e+01,-1.668687e-07,-1.700994e-07
1.281879e+01,-1.718439e-07,-1.765020e-07
1.315436e+01,-1.776238e-07,-1.804388e-07
1.348993e+01,-1.831118e-07,-1.862118e-07
1.382550e+01,-1.898407e-07,-1.920601e-07
1.416107e+01,-1.949154e-07,-1.977105e-07
1.449664e+01,-1.999641e-07,-2.032493e-07
1.483221e+01,-2.054931e-07,-2.091627e-07
1.516779e+01,-2.108976e-07,-2.146379e-07
1.550336e+01,-2.171327e-07,-2.205354e-07
1.583893e+01,-2.237089e-07,-2.268228e-07
1.617450e+01,-2.293556e-07,-2.332180e-07
1.651007e+01,-2.356863e-07,-2.398179e-07
1.684564e+01,-2.429211e-07,-2.463041e-07
1.718121e+01,-2.496524e-07,-2.534481e-07
1.751678e+01,-2.564838e-07,-2.610455e-07
1.785235e+01,-2.633151e-07,-2.668709e-07
1.818792e+01,-2.707320e-07,-2.744275e-07
1.852349e+01,-2.770792e-07,-2.808726e-07
1.885906e+01,-2.843772e-07,-2.878512e-07
1.919463e+01,-2.925904e-07,-2.970505e-07
1.953020e+01,-2.992946e-07,-3.025637e-07
1.986577e+01,-3.077200e-07,-3.095294e-07
2.020134e+01,-3.139233e-07,-3.191581e-07
2.053691e+01,-3.215905e-07,-3.249667e-07
2.087248e+01,-3.296798e-07,-3.325268e-07
2.120805e+01,-3.203964e-07,-3.232960e-07
2.154362e+01,-3.139272e-07,-3.159521e-07
2.187919e+01,-3.063708e-07,-3.096810e-07
2.221477e+01,-3.004690e-07,-3.042490e-07
2.255034e+01,-2.954969e-07,-2.973449e-07
2.288591e+01,-2.909018e-07,-2.940724e-07
2.322148e+01,-2.859927e-07,-2.889701e-07
2.355705e+01,-2.814893e-07,-2.832157e-07
2.389262e+01,-2.773303e-07,-2.791114e-07
2.422819e+01,-2.733011e-07,-2.748309e-07
2.456376e+01,-2.703927e-07,-2.711967e-07
2.489933e+01,-2.669149e-07,-2.674186e-07
2.523490e+01,-2.627262e-07,-2.645733e-07
2.557047e+01,-2.597233e-07,-2.609923e-07
2.590604e+01,-2.579104e-07,-2.579131e-07
2.624161e+01,-2.547022e-07,-2.553911e-07
2.657718e+01,-2.516389e-07,-2.536831e-07
2.691275e+01,-2.489536e-07,-2.500984e-07
2.724832e+01,-2.467506e-07,-2.480835e-07
2.758389e+01,-2.467355e-07,-2.457284e-07
2.791946e+01,-2.426890e-07,-2.439246e-07
2.825503e+01,-2.402874e-07,-2.416785e-07
2.859060e+01,-2.385654e-07,-2.409337e-07
2.892617e+01,-2.367656e-07,-2.374254e-07
2.926174e+01,-2.348116e-07,-2.363589e-07
2.959732e+01,-2.335253e-07,-2.340728e-07
2.993289e+01,-2.318958e-07,-2.326044e-07
3.026846e+01,-2.305342e-07,-2.307156e-07
3.060403e+01,-2.281449e-07,-2.301366e-07
3.093960e+01,-2.288782e-07,-2.273028e-07
3.127517e+01,-2.256325e-07,-2.262180e-07
3.161074e+01,-2.243256e-07,-2.251146e-07
3.194631e+01,-2.237443e-07,-2.233350e-07
3.228188e+01,-2.221305e-07,-2.225121e-07
3.261745e+01,-2.209175e-07,-2.211179e-07
3.295302e+01,-2.203676e-07,-2.199411e-07
3.328859e+01,-2.195544e-07,-2.188734e-07
3.362416e+01,-2.173199e-07,-2.173350e-07
3.395973e+01,-2.163709e-07,-2.163346e-07
3.429530e+01,-2.156524e-07,-2.154873e-07
3.463087e+01,-2.155122e-07,-2.146239e-07
3.496644e+01,-2.136203e-07,-2.142044e-07
3.530201e+01,-2.133785e-07,-2.135371e-07
3.563758e+01,-2.119504e-07,-2.121557e-07
3.597315e+01,-2.113165e-07,-2.115192e-07
3.630872e+01,-2.100980e-07,-2.107767e-07
3.664430e+01,-2.095585e-07,-2.102935e-07
3.697987e+01,-2.087719e-07,-2.089736e-07
3.731544e+01,-2.081772e-07,-2.082782e-07
3.765101e+01,-2.076099e-07,-2.089327e-07
3.798658e+01,-2.063151e-07,-2.075347e-07
3.832215e+01,-2.058577e-07,-2.063279e-07
3.865772e+01,-2.049063e-07,-2.049109e-07
3.899329e+01,-2.046911e-07,-2.045599e-07
3.932886e+01,-2.042480e-07,-2.043602e-07
3.966443e+01,-2.036199e-07,-2.036191e-07
4.000000e+01,-2.027818e-07,-2.029486e-07
