TIME,2026-06-12T18:15:07,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-3.358269e-10,-4.238924e-10
-1.755102e+00,-3.279911e-10,-4.706741e-10
-1.510204e+00,-3.330225e-10,-4.798358e-10
-1.265306e+00,-3.355834e-10,-4.983398e-10
-1.020408e+00,-3.392507e-10,-5.278843e-10
-7.755102e-01,-3.108441e-10,-5.501614e-10
-5.306122e-01,-3.279493e-10,-5.647390e-10
-2.857143e-01,-3.359592e-10,-5.872177e-10
-4.081633e-02,-3.438509e-10,-6.121615e-10
2.040816e-01,-3.126879e-10,-6.440104e-10
4.489796e-01,-3.181440e-10,-6.439896e-10
6.938776e-01,-3.185197e-10,-6.668098e-10
9.387755e-01,-3.363765e-10,-6.865596e-10
1.183673e+00,-3.765722e-10,-6.983523e-10
1.428571e+00,-3.941993e-10,-7.158396e-10
1.673469e+00,-4.155015e-10,-7.132647e-10
1.918367e+00,-4.468731e-10,-7.439719e-10
2.163265e+00,-4.607351e-10,-7.461994e-10
2.408163e+00,-4.860314e-10,-7.508844e-10
2.653061e+00,-5.141467e-10,-7.547064e-10
2.897959e+00,-5.435277e-10,-7.632970e-10
3.142857e+00,-5.538063e-10,-7.792947e-10
3.387755e+00,-5.808978e-10,-7.870499e-10
3.632653e+00,-5.831798e-10,-8.029157e-10
3.877551e+00,-5.965073e-10,-8.036258e-10
4.122449e+00,-6.232578e-10,-7.990308e-10
4.367347e+00,-6.179827e-10,-7.984804e-10
4.612245e+00,-6.319638e-10,-8.094250e-10
4.857143e+00,-6.311424e-10,-8.184459e-10
5.102041e+00,-6.457641e-10,-8.353218e-10
5.346939e+00,-6.725563e-10,-8.122510e-10
5.591837e+00,-6.582482e-10,-8.225681e-10
5.836735e+00,-6.711082e-10,-8.119866e-10
6.081633e+00,-6.616926e-10,-8.146458e-10
6.326531e+00,-6.796473e-10,-8.275803e-10
6.571429e+00,-6.681990e-10,-8.316806e-10
6.816327e+00,-6.898077e-10,-8.377646e-10
7.061224e+00,-6.962512e-10,-8.370686e-10
7.306122e+00,-7.075249e-10,-8.455058e-10
7.551020e+00,-7.093698e-10,-8.537419e-10
7.795918e+00,-6.936210e-10,-8.557538e-10
8.040816e+00,-7.163286e-10,-8.688695e-10
8.285714e+00,-7.185628e-10,-8.566169e-10
8.530612e+00,-7.169133e-10,-8.600426e-10
8.775510e+00,-7.205944e-10,-8.464253e-10
9.020408e+00,-7.323835e-10,-8.613782e-10
9.265306e+00,-7.435453e-10,-8.681028e-10
9.510204e+00,-7.304969e-10,-8.724409e-10
9.755102e+00,-7.404972e-10,-8.833480e-10
1.000000e+01,-7.365928e-10,-8.726839e-10
