TIME,2026-06-12T17:19:17,
SOURCE,EMINEM,
METER,EMINEM,
SWEEP VOLTAGE RANGE (V),-10.0000,40.0000
NUM SWEEP STEPS,150,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-1.000000e+01,1.501546e-08,1.500181e-08
-9.664430e+00,1.425463e-08,1.415375e-08
-9.328859e+00,1.378815e-08,1.354085e-08
-8.993289e+00,1.317145e-08,1.302126e-08
-8.657718e+00,1.257600e-08,1.239242e-08
-8.322148e+00,1.210419e-08,1.190318e-08
-7.986577e+00,1.157852e-08,1.131910e-08
-7.651007e+00,1.104299e-08,1.069861e-08
-7.315436e+00,1.054311e-08,1.027458e-08
-6.979866e+00,1.001138e-08,9.784570e-09
-6.644295e+00,9.527428e-09,9.258144e-09
-6.308725e+00,8.992652e-09,8.790122e-09
-5.973154e+00,8.532984e-09,8.252322e-09
-5.637584e+00,8.052066e-09,7.800235e-09
-5.302013e+00,7.595432e-09,7.315528e-09
-4.966443e+00,7.075070e-09,6.847506e-09
-4.630872e+00,6.606293e-09,6.382525e-09
-4.295302e+00,6.186819e-09,5.937259e-09
-3.959732e+00,5.793899e-09,5.476071e-09
-3.624161e+00,5.250786e-09,5.044456e-09
-3.288591e+00,4.822210e-09,4.571890e-09
-2.953020e+00,4.373914e-09,4.114491e-09
-2.617450e+00,3.935475e-09,3.709429e-09
-2.281879e+00,3.506902e-09,3.246723e-09
-1.946309e+00,2.983507e-09,2.821939e-09
-1.610738e+00,2.695264e-09,2.407020e-09
-1.275168e+00,2.219661e-09,1.987548e-09
-9.395973e-01,1.763777e-09,1.546835e-09
-6.040268e-01,1.365544e-09,1.125845e-09
-2.684564e-01,9.354522e-10,6.494824e-10
6.711409e-02,4.515045e-10,5.706402e-11
4.026846e-01,-6.506046e-11,-3.608901e-10
7.382550e-01,-6.521673e-10,-8.865544e-10
1.073826e+00,-1.252926e-09,-1.569993e-09
1.409396e+00,-2.000841e-09,-2.240537e-09
1.744966e+00,-2.779853e-09,-3.068098e-09
2.080537e+00,-3.706025e-09,-3.959376e-09
2.416107e+00,-4.718666e-09,-5.010699e-09
2.751678e+00,-5.945978e-09,-6.150779e-09
3.087248e+00,-7.220313e-09,-7.568480e-09
3.422819e+00,-8.798811e-09,-9.136368e-09
3.758389e+00,-1.051007e-08,-1.093863e-08
4.093960e+00,-1.259149e-08,-1.298821e-08
4.429530e+00,-1.492247e-08,-1.536925e-08
4.765101e+00,-1.764030e-08,-1.811211e-08
5.100671e+00,-2.069415e-08,-2.133133e-08
5.436242e+00,-2.429947e-08,-2.493589e-08
5.771812e+00,-2.831362e-08,-2.898947e-08
6.107383e+00,-3.252274e-08,-3.337456e-08
6.442953e+00,-3.715358e-08,-3.809109e-08
6.778523e+00,-4.201653e-08,-4.296470e-08
7.114094e+00,-4.697733e-08,-4.790198e-08
7.449664e+00,-5.189040e-08,-5.317379e-08
7.785235e+00,-5.693616e-08,-5.813844e-08
8.120805e+00,-6.239988e-08,-6.386765e-08
8.456376e+00,-6.773385e-08,-6.908331e-08
8.791946e+00,-7.306260e-08,-7.452127e-08
9.127517e+00,-7.875768e-08,-8.044992e-08
9.463087e+00,-8.426309e-08,-8.594169e-08
9.798658e+00,-8.992711e-08,-9.155264e-08
1.013423e+01,-9.508425e-08,-9.745317e-08
1.046980e+01,-1.007634e-07,-1.031801e-07
1.080537e+01,-1.067749e-07,-1.089230e-07
1.114094e+01,-1.126951e-07,-1.148365e-07
1.147651e+01,-1.184525e-07,-1.205946e-07
1.181208e+01,-1.246687e-07,-1.267812e-07
1.214765e+01,-1.304297e-07,-1.329814e-07
1.248322e+01,-1.363585e-07,-1.389769e-07
1.281879e+01,-1.436889e-07,-1.448228e-07
1.315436e+01,-1.483030e-07,-1.505005e-07
1.348993e+01,-1.539980e-07,-1.567833e-07
1.382550e+01,-1.638682e-07,-1.625127e-07
1.416107e+01,-1.658191e-07,-1.685566e-07
1.449664e+01,-1.722514e-07,-1.749602e-07
1.483221e+01,-1.785882e-07,-1.812498e-07
1.516779e+01,-1.853999e-07,-1.882185e-07
1.550336e+01,-1.918406e-07,-1.947745e-07
1.583893e+01,-1.984398e-07,-2.027800e-07
1.617450e+01,-2.045498e-07,-2.077764e-07
1.651007e+01,-2.119916e-07,-2.144881e-07
1.684564e+01,-2.179688e-07,-2.212124e-07
1.718121e+01,-2.247562e-07,-2.271473e-07
1.751678e+01,-2.310293e-07,-2.352717e-07
1.785235e+01,-2.388604e-07,-2.412041e-07
1.818792e+01,-2.469329e-07,-2.493874e-07
1.852349e+01,-2.555588e-07,-2.588722e-07
1.885906e+01,-2.636865e-07,-2.667298e-07
1.919463e+01,-2.711211e-07,-2.749446e-07
1.953020e+01,-2.792881e-07,-2.825423e-07
1.986577e+01,-2.866929e-07,-2.903133e-07
2.020134e+01,-2.939773e-07,-2.981172e-07
2.053691e+01,-3.017856e-07,-3.058845e-07
2.087248e+01,-3.094510e-07,-3.146841e-07
2.120805e+01,-3.175137e-07,-3.211832e-07
2.154362e+01,-3.248199e-07,-3.292671e-07
2.187919e+01,-3.344695e-07,-3.364110e-07
2.221477e+01,-3.412061e-07,-3.437461e-07
2.255034e+01,-3.531867e-07,-3.521064e-07
2.288591e+01,-3.558430e-07,-3.601458e-07
2.322148e+01,-3.639903e-07,-3.675920e-07
2.355705e+01,-3.714816e-07,-3.757979e-07
2.389262e+01,-3.799645e-07,-3.839340e-07
2.422819e+01,-3.896350e-07,-3.924908e-07
2.456376e+01,-3.970786e-07,-4.007869e-07
2.489933e+01,-4.057600e-07,-4.096391e-07
2.523490e+01,-4.136773e-07,-4.181360e-07
2.557047e+01,-4.223919e-07,-4.280280e-07
2.590604e+01,-4.323222e-07,-4.383406e-07
2.624161e+01,-4.416906e-07,-4.461088e-07
2.657718e+01,-4.517521e-07,-4.542460e-07
2.691275e+01,-4.602512e-07,-4.644517e-07
2.724832e+01,-4.705637e-07,-4.750791e-07
2.758389e+01,-4.808435e-07,-4.831205e-07
2.791946e+01,-4.895416e-07,-4.954672e-07
2.825503e+01,-4.995582e-07,-5.031403e-07
2.859060e+01,-5.124205e-07,-5.159345e-07
2.892617e+01,-5.199715e-07,-5.240820e-07
2.926174e+01,-5.314777e-07,-5.338072e-07
2.959732e+01,-5.427164e-07,-5.468312e-07
2.993289e+01,-5.544778e-07,-5.565498e-07
3.026846e+01,-5.649798e-07,-5.683120e-07
3.060403e+01,-5.767885e-07,-5.830015e-07
3.093960e+01,-5.884798e-07,-5.913666e-07
3.127517e+01,-5.997395e-07,-6.040668e-07
3.161074e+01,-6.144791e-07,-6.168189e-07
3.194631e+01,-6.237844e-07,-6.311704e-07
3.228188e+01,-6.352215e-07,-6.386868e-07
3.261745e+01,-6.477143e-07,-6.510907e-07
3.295302e+01,-6.608370e-07,-6.669600e-07
3.328859e+01,-6.740621e-07,-6.795597e-07
3.362416e+01,-6.860928e-07,-6.886418e-07
3.395973e+01,-6.983518e-07,-7.045343e-07
3.429530e+01,-7.134554e-07,-7.150215e-07
3.463087e+01,-7.235685e-07,-7.283746e-07
3.496644e+01,-7.369234e-07,-7.399890e-07
3.530201e+01,-7.507730e-07,-7.564962e-07
3.563758e+01,-7.692252e-07,-7.674150e-07
3.597315e+01,-7.808649e-07,-7.826112e-07
3.630872e+01,-7.951351e-07,-7.966279e-07
3.664430e+01,-8.072349e-07,-8.129528e-07
3.697987e+01,-8.230879e-07,-8.238797e-07
3.731544e+01,-8.349797e-07,-8.442100e-07
3.765101e+01,-8.516650e-07,-8.536950e-07
3.798658e+01,-8.690434e-07,-8.733604e-07
3.832215e+01,-8.927191e-07,-8.879390e-07
3.865772e+01,-9.026301e-07,-9.052569e-07
3.899329e+01,-9.193946e-07,-9.258982e-07
3.932886e+01,-9.321715e-07,-9.347409e-07
3.966443e+01,-9.502103e-07,-9.506649e-07
4.000000e+01,-9.635191e-07,-9.652657e-07
