TIME,2026-06-12T20:59:18,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),21516.892594086283,1552478.4816755112
BEAM ENERGY (eV),9.60162846847832,1385.5459398865478
BEAM DENSITY - FIT (m^-3),30676003.3495917,2618485728023.283
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0003979192065075834,17.940958243973167
THERMAL SPEED (m/s),97.94664320104225,2208057.071723363
AFLVEN SPEED (m/s),79030108.74298325,3372981960350.1924
PLASMA FREQUENCY (rad/s),3658.241208045387,156132666.36739036
DEBYE LENGTH (m),0.02677424413284534,1292.329680877138
