TIME,2026-06-12T19:40:20,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),42530.765983983896,7212.836808479189
BEAM ENERGY (eV),37.513898761273325,12.724042163584304
BEAM DENSITY - FIT (m^-3),2602036502968.9927,497679579782.86536
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),56.64631677178701,17.357699337189164
THERMAL SPEED (m/s),36955.403111065265,5661.981331202621
AFLVEN SPEED (m/s),271353.40487315174,25950.26018194357
PLASMA FREQUENCY (rad/s),1065441.5801970086,101891.06058093566
DEBYE LENGTH (m),0.034685527388777074,0.006264486971352154
