TIME,2026-06-12T21:01:10,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),18449.760335679184,66898469.90150023
BEAM ENERGY (eV),7.05939123033526,51194.42888721002
BEAM DENSITY - FIT (m^-3),8602386.214000165,1710961468949.7573
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.000237946472400183,91.68787248854781
THERMAL SPEED (m/s),75.74112316171913,14592656.85374741
AFLVEN SPEED (m/s),149239058.09307924,14841363297781.838
PLASMA FREQUENCY (rad/s),1937.2354943407174,192652085.40070435
DEBYE LENGTH (m),0.03909753015726952,8476.995222848154
