TIME,2026-06-12T19:04:20,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-1.0000,11.0000
NUM SWEEP STEPS,25,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-1.000000e+00,-1.276460e-10,-3.452819e-10
-5.000000e-01,-1.223640e-10,-4.363672e-10
0.000000e+00,-1.189819e-10,-5.039431e-10
5.000000e-01,-1.189960e-10,-5.799498e-10
1.000000e+00,-1.572567e-10,-6.059717e-10
1.500000e+00,-2.338622e-10,-6.310822e-10
2.000000e+00,-3.004466e-10,-6.538190e-10
2.500000e+00,-3.558270e-10,-6.873460e-10
3.000000e+00,-4.066701e-10,-7.012337e-10
3.500000e+00,-4.448402e-10,-7.133472e-10
4.000000e+00,-4.680351e-10,-7.265460e-10
4.500000e+00,-5.017728e-10,-7.302638e-10
5.000000e+00,-5.228307e-10,-7.452030e-10
5.500000e+00,-5.406943e-10,-7.450777e-10
6.000000e+00,-5.559763e-10,-7.452382e-10
6.500000e+00,-5.594424e-10,-7.763911e-10
7.000000e+00,-5.703611e-10,-7.684549e-10
7.500000e+00,-5.844185e-10,-7.806584e-10
8.000000e+00,-5.849198e-10,-7.781104e-10
8.500000e+00,-5.874107e-10,-7.936484e-10
9.000000e+00,-6.015100e-10,-7.935725e-10
9.500000e+00,-5.884966e-10,-7.884763e-10
1.000000e+01,-6.060057e-10,-8.043833e-10
1.050000e+01,-5.973624e-10,-8.071195e-10
1.100000e+01,-6.094294e-10,-8.219124e-10
