TIME,2026-06-12T21:08:25,
SOURCE,EMINEM,
METER,EMINEM,
SWEEP VOLTAGE RANGE (V),-10.0000,10.0000
NUM SWEEP STEPS,150,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0010,
,,
Voltage (V),Meter current (A),Source current (A)
-1.000000e+01,2.289415e-07,2.298436e-07
-9.865772e+00,2.213784e-07,2.221414e-07
-9.731544e+00,2.143010e-07,2.150642e-07
-9.597315e+00,2.078482e-07,2.079868e-07
-9.463087e+00,2.014647e-07,2.015340e-07
-9.328859e+00,1.950116e-07,1.953586e-07
-9.194631e+00,1.891828e-07,1.893216e-07
-9.060403e+00,1.828690e-07,1.830074e-07
-8.926174e+00,1.775261e-07,1.775260e-07
-8.791946e+00,1.721833e-07,1.721139e-07
-8.657718e+00,1.669794e-07,1.664242e-07
-8.523490e+00,1.614283e-07,1.611509e-07
-8.389262e+00,1.562938e-07,1.559468e-07
-8.255034e+00,1.512286e-07,1.512980e-07
-8.120805e+00,1.466491e-07,1.458858e-07
-7.986577e+00,1.416531e-07,1.411675e-07
-7.852349e+00,1.365879e-07,1.364492e-07
-7.718121e+00,1.322859e-07,1.319390e-07
-7.583893e+00,1.275676e-07,1.271514e-07
-7.449664e+00,1.228493e-07,1.225719e-07
-7.315436e+00,1.188249e-07,1.180617e-07
-7.181208e+00,1.140373e-07,1.135516e-07
-7.046980e+00,1.096658e-07,1.088332e-07
-6.912752e+00,1.054333e-07,1.046006e-07
-6.778523e+00,1.013396e-07,1.004375e-07
-6.644295e+00,9.675992e-08,9.578855e-08
-6.510067e+00,9.252737e-08,9.162532e-08
-6.375839e+00,8.843358e-08,8.739281e-08
-6.241611e+00,8.378471e-08,8.281332e-08
-6.107383e+00,7.941331e-08,7.885824e-08
-5.973154e+00,7.545833e-08,7.434809e-08
-5.838926e+00,7.087871e-08,6.942159e-08
-5.704698e+00,6.616044e-08,6.511962e-08
-5.570470e+00,6.144217e-08,5.998501e-08
-5.436242e+00,5.679321e-08,5.491983e-08
-5.302013e+00,5.200554e-08,5.020143e-08
-5.167785e+00,4.763424e-08,4.520565e-08
-5.033557e+00,4.270778e-08,4.007108e-08
-4.899329e+00,3.736495e-08,3.465881e-08
-4.765101e+00,3.236910e-08,2.952428e-08
-4.630872e+00,2.751204e-08,2.390392e-08
-4.496644e+00,2.258559e-08,1.835302e-08
-4.362416e+00,1.696531e-08,1.252454e-08
-4.228188e+00,1.301023e-08,7.528666e-09
-4.093960e+00,7.389907e-09,1.145118e-09
-3.959732e+00,1.769598e-09,-4.752756e-09
-3.825503e+00,-4.128268e-09,-1.078940e-08
-3.691275e+00,-9.401663e-09,-1.717298e-08
-3.557047e+00,-1.439751e-08,-2.293207e-08
-3.422819e+00,-1.987906e-08,-2.910738e-08
-3.288591e+00,-2.536056e-08,-3.549085e-08
-3.154362e+00,-7.736391e-09,-1.294040e-08
-3.020134e+00,-1.918519e-08,-2.577687e-08
-2.885906e+00,-2.924614e-08,-3.819689e-08
-2.751678e+00,-3.861319e-08,-4.902100e-08
-2.617450e+00,-4.749453e-08,-5.929007e-08
-2.483221e+00,-5.429432e-08,-6.754697e-08
-2.348993e+00,-6.234305e-08,-7.712215e-08
-2.214765e+00,-6.990609e-08,-8.635044e-08
-2.080537e+00,-7.753847e-08,-9.481545e-08
-1.946309e+00,-8.586471e-08,-1.052927e-07
-1.812081e+00,-9.335837e-08,-1.132721e-07
-1.677852e+00,-9.863169e-08,-1.195167e-07
-1.543624e+00,-1.066110e-07,-1.287449e-07
-1.409396e+00,-1.145208e-07,-1.381812e-07
-1.275168e+00,-1.226389e-07,-1.474789e-07
-1.140940e+00,-1.305489e-07,-1.569155e-07
-1.006711e+00,-1.388753e-07,-1.662129e-07
-8.724832e-01,-1.467852e-07,-1.753721e-07
-7.382550e-01,-1.532380e-07,-1.827963e-07
-6.040268e-01,-1.618419e-07,-1.929265e-07
-4.697987e-01,-1.692661e-07,-2.019467e-07
-3.355705e-01,-1.771760e-07,-2.108280e-07
-2.013423e-01,-1.841145e-07,-2.190850e-07
-6.711409e-02,-1.907757e-07,-2.272029e-07
6.711409e-02,-1.928572e-07,-2.366395e-07
2.013423e-01,-2.006977e-07,-2.383048e-07
3.355705e-01,-2.085382e-07,-2.471165e-07
4.697987e-01,-2.156156e-07,-2.556511e-07
6.040268e-01,-2.227624e-07,-2.638385e-07
7.382550e-01,-2.301866e-07,-2.722342e-07
8.724832e-01,-2.360845e-07,-2.781319e-07
1.006711e+00,-2.439943e-07,-2.877071e-07
1.140940e+00,-2.535000e-07,-2.976986e-07
1.275168e+00,-2.630058e-07,-3.081065e-07
1.409396e+00,-2.736218e-07,-3.202487e-07
1.543624e+00,-2.844459e-07,-3.321138e-07
1.677852e+00,-2.974211e-07,-3.455746e-07
1.812081e+00,-3.088003e-07,-3.573703e-07
1.946309e+00,-3.239958e-07,-3.737452e-07
2.080537e+00,-3.399543e-07,-3.896343e-07
2.214765e+00,-3.576478e-07,-4.080215e-07
2.348993e+00,-3.763819e-07,-4.268946e-07
2.483221e+00,-3.964343e-07,-4.468081e-07
2.617450e+00,-4.126702e-07,-4.624893e-07
2.751678e+00,-4.355673e-07,-4.860109e-07
2.885906e+00,-4.581178e-07,-5.084915e-07
3.020134e+00,-4.816398e-07,-5.321523e-07
3.154362e+00,-5.055078e-07,-5.560210e-07
3.288591e+00,-5.327074e-07,-5.822486e-07
3.422819e+00,-5.602536e-07,-6.102110e-07
3.557047e+00,-5.857179e-07,-6.344266e-07
3.691275e+00,-6.147905e-07,-6.632213e-07
3.825503e+00,-6.446953e-07,-6.931264e-07
3.959732e+00,-6.748783e-07,-7.227541e-07
4.093960e+00,-7.060321e-07,-7.535612e-07
4.228188e+00,-7.373250e-07,-7.845768e-07
4.362416e+00,-7.645936e-07,-8.101803e-07
4.496644e+00,-7.993560e-07,-8.445257e-07
4.630872e+00,-8.329387e-07,-8.779003e-07
4.765101e+00,-8.711698e-07,-9.157152e-07
4.899329e+00,-9.055854e-07,-9.500609e-07
5.033557e+00,-9.418044e-07,-9.851013e-07
5.167785e+00,-9.777456e-07,-1.020903e-06
5.302013e+00,-1.009178e-06,-1.051017e-06
5.436242e+00,-1.046923e-06,-1.088832e-06
5.570470e+00,-1.085571e-06,-1.126231e-06
5.704698e+00,-1.124079e-06,-1.164323e-06
5.838926e+00,-1.162588e-06,-1.202554e-06
5.973154e+00,-1.202000e-06,-1.242036e-06
6.107383e+00,-1.238983e-06,-1.277908e-06
6.241611e+00,-1.279711e-06,-1.317874e-06
6.375839e+00,-1.320579e-06,-1.358672e-06
6.510067e+00,-1.361657e-06,-1.399401e-06
6.644295e+00,-1.403425e-06,-1.440616e-06
6.778523e+00,-1.444919e-06,-1.481832e-06
6.912752e+00,-1.487313e-06,-1.523601e-06
7.046980e+00,-1.524434e-06,-1.559751e-06
7.181208e+00,-1.570298e-06,-1.604852e-06
7.315436e+00,-1.615953e-06,-1.650855e-06
7.449664e+00,-1.660360e-06,-1.695051e-06
7.583893e+00,-1.704835e-06,-1.739807e-06
7.718121e+00,-1.749381e-06,-1.784073e-06
7.852349e+00,-1.791705e-06,-1.825775e-06
7.986577e+00,-1.836947e-06,-1.870875e-06
8.120805e+00,-1.882116e-06,-1.915838e-06
8.255034e+00,-1.929923e-06,-1.962742e-06
8.389262e+00,-1.977521e-06,-2.010757e-06
8.523490e+00,-2.024497e-06,-2.057523e-06
8.657718e+00,-2.071468e-06,-2.104427e-06
8.791946e+00,-2.117124e-06,-2.149112e-06
8.926174e+00,-2.164655e-06,-2.197057e-06
9.060403e+00,-2.212738e-06,-2.244794e-06
9.194631e+00,-2.261445e-06,-2.293503e-06
9.328859e+00,-2.310432e-06,-2.342212e-06
9.463087e+00,-2.359627e-06,-2.391474e-06
9.597315e+00,-2.404312e-06,-2.434911e-06
9.731544e+00,-2.455380e-06,-2.486117e-06
9.865772e+00,-2.505961e-06,-2.536629e-06
