TIME,2026-06-12T17:54:48,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),51558.686089488765,7259.548542984938
BEAM ENERGY (eV),55.13018829548847,15.52484395821682
BEAM DENSITY - FIT (m^-3),11407474533234.2,3003534138577.057
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),31.186101066763094,13.690367088505313
THERMAL SPEED (m/s),27420.328071916734,6018.616373174452
AFLVEN SPEED (m/s),129597.67605137653,17061.227845239857
PLASMA FREQUENCY (rad/s),2230836.3026916995,293684.3283406338
DEBYE LENGTH (m),0.012291501639466646,0.0031459766183635795
