TIME,2026-06-12T20:38:50,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),16181.673507252828,348.7777155175393
BEAM ENERGY (eV),5.4304105164195215,0.23409274366959693
BEAM DENSITY - FIT (m^-3),19537092053158.875,2300413646402.2827
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.9296572232381535,0.1693620047841836
THERMAL SPEED (m/s),4734.275527906148,431.2376511280454
AFLVEN SPEED (m/s),99028.91171923718,5830.127106108067
PLASMA FREQUENCY (rad/s),2919462.5636154213,171877.46014677832
DEBYE LENGTH (m),0.0016216257015617588,0.0001758781996548541
