TIME,2026-06-12T19:00:45,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),8616.768792685449,2571.9605273999923
BEAM ENERGY (eV),1.539836724246091,0.9192307159880472
BEAM DENSITY - FIT (m^-3),2113517338.6344945,885123391.673729
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),1.8931707955045203,1.2491294256519816
THERMAL SPEED (m/s),6755.958976431517,2228.818228127506
AFLVEN SPEED (m/s),9521142.393020296,1993687.4170531838
PLASMA FREQUENCY (rad/s),30365.179780509254,6358.341714260927
DEBYE LENGTH (m),0.22249033350917355,0.08693745129410407
