TIME,2026-06-12T17:56:32,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),48146.313316726024,4675.200903845598
BEAM ENERGY (eV),48.0741781527054,9.336392577875001
BEAM DENSITY - FIT (m^-3),10879924550368.193,2142542034456.612
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),25.86530808302614,9.174877768433278
THERMAL SPEED (m/s),24971.86241417379,4428.978471177217
AFLVEN SPEED (m/s),132702.47594617866,13066.296162023173
PLASMA FREQUENCY (rad/s),2178642.097055874,214515.8382932419
DEBYE LENGTH (m),0.011462122414654396,0.0023251759118673118
