TIME,2026-06-12T17:59:12,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-3.732044e-10,-4.493444e-10
-1.755102e+00,-3.683958e-10,-4.766198e-10
-1.510204e+00,-3.640603e-10,-4.865540e-10
-1.265306e+00,-3.632322e-10,-5.236523e-10
-1.020408e+00,-3.327445e-10,-5.060952e-10
-7.755102e-01,-3.552778e-10,-5.558709e-10
-5.306122e-01,-3.745756e-10,-5.636950e-10
-2.857143e-01,-3.710613e-10,-6.211844e-10
-4.081633e-02,-3.724946e-10,-6.589714e-10
2.040816e-01,-2.285322e-10,-3.281988e-10
4.489796e-01,-3.453473e-10,-3.835434e-10
6.938776e-01,-4.169146e-10,-9.110230e-10
9.387755e-01,-3.752017e-10,-7.136482e-10
1.183673e+00,-3.577831e-10,-6.961113e-10
1.428571e+00,-4.187241e-10,-7.249953e-10
1.673469e+00,-4.356135e-10,-7.284136e-10
1.918367e+00,-4.721699e-10,-7.346997e-10
2.163265e+00,-4.873755e-10,-7.544076e-10
2.408163e+00,-5.097769e-10,-7.759048e-10
2.653061e+00,-5.195822e-10,-7.767818e-10
2.897959e+00,-5.487893e-10,-7.780079e-10
3.142857e+00,-5.680105e-10,-7.824841e-10
3.387755e+00,-5.829305e-10,-7.862781e-10
3.632653e+00,-6.050816e-10,-8.134422e-10
3.877551e+00,-5.975239e-10,-7.938245e-10
4.122449e+00,-6.211012e-10,-8.151757e-10
4.367347e+00,-6.296473e-10,-8.318342e-10
4.612245e+00,-6.387079e-10,-8.081381e-10
4.857143e+00,-6.567945e-10,-8.285561e-10
5.102041e+00,-6.589860e-10,-8.340278e-10
5.346939e+00,-6.655484e-10,-8.208770e-10
5.591837e+00,-6.780474e-10,-8.372783e-10
5.836735e+00,-6.861474e-10,-8.264458e-10
6.081633e+00,-6.800098e-10,-8.482014e-10
6.326531e+00,-6.923206e-10,-8.455210e-10
6.571429e+00,-7.010543e-10,-8.532136e-10
6.816327e+00,-6.984031e-10,-8.550169e-10
7.061224e+00,-7.146104e-10,-8.531511e-10
7.306122e+00,-7.148398e-10,-8.592773e-10
7.551020e+00,-7.144084e-10,-8.613382e-10
7.795918e+00,-7.198782e-10,-8.625903e-10
8.040816e+00,-7.180557e-10,-8.648394e-10
8.285714e+00,-7.246245e-10,-8.671992e-10
8.530612e+00,-7.305956e-10,-8.800226e-10
8.775510e+00,-7.285769e-10,-8.636977e-10
9.020408e+00,-7.402062e-10,-8.555529e-10
9.265306e+00,-7.320634e-10,-8.683340e-10
9.510204e+00,-7.330520e-10,-8.679163e-10
9.755102e+00,-7.345203e-10,-8.659737e-10
1.000000e+01,-7.408325e-10,-8.730893e-10
