TIME,2026-06-12T19:08:02,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),22143.788438171458,3396.512830531205
BEAM ENERGY (eV),10.169266766910988,3.1196147982851605
BEAM DENSITY - FIT (m^-3),127192441.022996,811109616.9531645
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.009701529557368282,0.09222857256636507
THERMAL SPEED (m/s),483.62886246915133,2298.8333630106717
AFLVEN SPEED (m/s),38811579.43394165,123751242.8994116
PLASMA FREQUENCY (rad/s),7449.096498944714,23751.54435008376
DEBYE LENGTH (m),0.06492449957356107,0.3716069001553911
