TIME,2026-06-12T20:15:41,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-1.052839e-09,-8.349359e-10
-1.755102e+00,-1.058093e-09,-8.559873e-10
-1.510204e+00,-1.058190e-09,-8.564675e-10
-1.265306e+00,-1.061795e-09,-8.718952e-10
-1.020408e+00,-1.071691e-09,-8.734951e-10
-7.755102e-01,-1.066562e-09,-8.832765e-10
-5.306122e-01,-1.054092e-09,-8.848017e-10
-2.857143e-01,-1.059659e-09,-8.905446e-10
-4.081633e-02,-1.069394e-09,-9.104128e-10
2.040816e-01,-1.057223e-09,-8.966918e-10
4.489796e-01,-1.084690e-09,-9.236116e-10
6.938776e-01,-1.074926e-09,-9.107043e-10
9.387755e-01,-1.075218e-09,-9.094035e-10
1.183673e+00,-1.065066e-09,-9.085469e-10
1.428571e+00,-1.064398e-09,-9.073914e-10
1.673469e+00,-1.065274e-09,-9.213422e-10
1.918367e+00,-1.061927e-09,-9.179446e-10
2.163265e+00,-1.061140e-09,-9.368309e-10
2.408163e+00,-1.066624e-09,-9.237094e-10
2.653061e+00,-1.072184e-09,-9.153757e-10
2.897959e+00,-1.064029e-09,-9.352166e-10
3.142857e+00,-1.060090e-09,-9.240929e-10
3.387755e+00,-1.057592e-09,-9.420944e-10
3.632653e+00,-1.063451e-09,-9.319174e-10
3.877551e+00,-1.061364e-09,-9.420809e-10
4.122449e+00,-1.061788e-09,-9.386617e-10
4.367347e+00,-1.063089e-09,-9.360732e-10
4.612245e+00,-1.051293e-09,-9.366858e-10
4.857143e+00,-1.071489e-09,-9.496415e-10
5.102041e+00,-1.078908e-09,-9.537136e-10
5.346939e+00,-1.069345e-09,-9.465221e-10
5.591837e+00,-1.067361e-09,-9.604667e-10
5.836735e+00,-1.071419e-09,-9.623813e-10
6.081633e+00,-1.071495e-09,-9.610370e-10
6.326531e+00,-1.075880e-09,-9.640994e-10
6.571429e+00,-1.081913e-09,-9.643163e-10
6.816327e+00,-1.086423e-09,-9.729747e-10
7.061224e+00,-1.086639e-09,-9.593102e-10
7.306122e+00,-1.090750e-09,-9.707838e-10
7.551020e+00,-1.098246e-09,-9.864871e-10
7.795918e+00,-1.083083e-09,-9.822561e-10
8.040816e+00,-1.088726e-09,-9.779390e-10
8.285714e+00,-1.077272e-09,-9.860156e-10
8.530612e+00,-1.084843e-09,-9.856185e-10
8.775510e+00,-1.123007e-09,-9.856803e-10
9.020408e+00,-1.080619e-09,-9.891262e-10
9.265306e+00,-1.100780e-09,-9.938611e-10
9.510204e+00,-1.091274e-09,-9.958522e-10
9.755102e+00,-1.094007e-09,-9.988315e-10
1.000000e+01,-1.094182e-09,-1.000593e-09
