TIME,2026-06-12T20:15:41,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),20278.801134152884,28065750.202114623
BEAM ENERGY (eV),8.528454674245712,23606.669537709415
BEAM DENSITY - FIT (m^-3),17125675.167427566,1718811028755.1511
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.000209704485626117,39.940331706361505
THERMAL SPEED (m/s),71.10431644585645,6771266.661565184
AFLVEN SPEED (m/s),105771366.85247399,5307848890486.911
PLASMA FREQUENCY (rad/s),2733.3597842517347,137166240.06927794
DEBYE LENGTH (m),0.026013522572302522,2800.1743562601428
