TIME,2026-06-12T18:18:41,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),9454.394259493109,1692.0337586359663
BEAM ENERGY (eV),1.853758737205556,0.663526880226877
BEAM DENSITY - FIT (m^-3),1573910205.8861775,424021448.7672633
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),2.067764896704698,0.8866090625857646
THERMAL SPEED (m/s),7060.617499696321,1513.7135446729671
AFLVEN SPEED (m/s),11033212.73439641,1486208.9434009653
PLASMA FREQUENCY (rad/s),26203.71848524008,3529.7244511306444
DEBYE LENGTH (m),0.26945097519931743,0.06822341080847041
