TIME,2026-06-12T19:03:17,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,11.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-1.155789e-10,-2.404267e-10
-1.734694e+00,-1.183765e-10,-2.840899e-10
-1.469388e+00,-1.239090e-10,-3.176166e-10
-1.204082e+00,-1.186340e-10,-3.533155e-10
-9.387755e-01,-1.143193e-10,-3.914647e-10
-6.734694e-01,-1.220161e-10,-4.375992e-10
-4.081633e-01,-1.104571e-10,-4.567296e-10
-1.428571e-01,-1.196570e-10,-4.875761e-10
1.224490e-01,-1.106172e-10,-5.134595e-10
3.877551e-01,-1.033450e-10,-5.537530e-10
6.530612e-01,-1.302836e-10,-5.646063e-10
9.183673e-01,-1.515505e-10,-5.998942e-10
1.183673e+00,-1.791919e-10,-5.989337e-10
1.448980e+00,-2.172440e-10,-6.095293e-10
1.714286e+00,-2.609402e-10,-6.386630e-10
1.979592e+00,-2.873148e-10,-6.424503e-10
2.244898e+00,-3.308925e-10,-6.658209e-10
2.510204e+00,-3.596262e-10,-6.680554e-10
2.775510e+00,-3.810744e-10,-6.748637e-10
3.040816e+00,-4.219728e-10,-6.830849e-10
3.306122e+00,-4.272060e-10,-6.941962e-10
3.571429e+00,-4.533996e-10,-6.925251e-10
3.836735e+00,-4.761981e-10,-6.998138e-10
4.102041e+00,-4.752029e-10,-7.197166e-10
4.367347e+00,-5.072566e-10,-7.228635e-10
4.632653e+00,-5.174374e-10,-7.217075e-10
4.897959e+00,-5.282100e-10,-7.280704e-10
5.163265e+00,-5.257462e-10,-7.179768e-10
5.428571e+00,-5.446473e-10,-7.425782e-10
5.693878e+00,-5.521978e-10,-7.263515e-10
5.959184e+00,-5.531515e-10,-7.437763e-10
6.224490e+00,-5.534924e-10,-7.516353e-10
6.489796e+00,-5.662763e-10,-7.497559e-10
6.755102e+00,-5.781486e-10,-7.522761e-10
7.020408e+00,-5.863672e-10,-7.546571e-10
7.285714e+00,-5.815443e-10,-7.655519e-10
7.551020e+00,-5.872789e-10,-7.603865e-10
7.816327e+00,-5.957757e-10,-7.656282e-10
8.081633e+00,-5.895404e-10,-7.525828e-10
8.346939e+00,-5.966246e-10,-7.612493e-10
8.612245e+00,-5.960958e-10,-7.623430e-10
8.877551e+00,-5.940844e-10,-7.706621e-10
9.142857e+00,-5.916559e-10,-7.678489e-10
9.408163e+00,-6.065272e-10,-7.798860e-10
9.673469e+00,-6.088240e-10,-7.819539e-10
9.938776e+00,-6.213435e-10,-7.794396e-10
1.020408e+01,-6.131241e-10,-7.885531e-10
1.046939e+01,-6.091506e-10,-7.844243e-10
1.073469e+01,-6.117747e-10,-7.993781e-10
1.100000e+01,-6.111621e-10,-7.857119e-10
