TIME,2026-06-12T19:03:17,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),10404.121372905778,92965256.71403764
BEAM ENERGY (eV),2.2448980000000005,40118.23995254726
BEAM DENSITY - FIT (m^-3),34628407.4078889,5377659335644.604
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0010699000290069838,332.30277160171335
THERMAL SPEED (m/s),160.60671722052473,24941609.413623363
AFLVEN SPEED (m/s),74383345.68456934,5775724661914.078
PLASMA FREQUENCY (rad/s),3886.7732799475953,301800518.404471
DEBYE LENGTH (m),0.04132134952381122,7174.47740075555
