TIME,2026-06-09T16:04:34,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),0.0000,12.0000
NUM SWEEP STEPS,44,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
0.000000e+00,3.443551e-09,1.491448e-09
2.790698e-01,3.449607e-09,9.922412e-10
5.581395e-01,3.465617e-09,7.522619e-10
8.372093e-01,3.470257e-09,6.943831e-10
1.116279e+00,3.468894e-09,6.507326e-10
1.395349e+00,3.441620e-09,6.056833e-10
1.674419e+00,3.410580e-09,5.684725e-10
1.953488e+00,3.364334e-09,5.302460e-10
2.232558e+00,3.321465e-09,4.947062e-10
2.511628e+00,3.294243e-09,4.284028e-10
2.790698e+00,3.259210e-09,3.847664e-10
3.069767e+00,3.237753e-09,3.331730e-10
3.348837e+00,3.207878e-09,2.741513e-10
3.627907e+00,3.174098e-09,1.950381e-10
3.906977e+00,3.137847e-09,1.307117e-10
4.186047e+00,3.093111e-09,5.109030e-11
4.465116e+00,3.039708e-09,-3.070272e-11
4.744186e+00,2.958215e-09,-1.200486e-10
5.023256e+00,2.842362e-09,-1.872355e-10
5.302326e+00,2.664411e-09,-2.674894e-10
5.581395e+00,2.448398e-09,-3.122528e-10
5.860465e+00,2.191183e-09,-3.546702e-10
6.139535e+00,1.869239e-09,-3.758823e-10
6.418605e+00,1.506612e-09,-3.744204e-10
6.697674e+00,1.140108e-09,-4.030048e-10
6.976744e+00,7.920326e-10,-3.978254e-10
7.255814e+00,4.779745e-10,-4.118251e-10
7.534884e+00,2.458962e-10,-4.122985e-10
7.813953e+00,7.374470e-11,-4.155426e-10
8.093023e+00,-3.479165e-11,-4.227686e-10
8.372093e+00,-9.028400e-11,-4.173249e-10
8.651163e+00,-1.256714e-10,-4.225184e-10
8.930233e+00,-1.331733e-10,-4.346384e-10
9.209302e+00,-1.390330e-10,-4.320558e-10
9.488372e+00,-1.448996e-10,-4.326473e-10
9.767442e+00,-1.497013e-10,-4.350420e-10
1.004651e+01,-1.557489e-10,-4.418922e-10
1.032558e+01,-1.610935e-10,-4.437513e-10
1.060465e+01,-1.547953e-10,-4.348265e-10
1.088372e+01,-1.578784e-10,-4.398873e-10
1.116279e+01,-1.507801e-10,-4.414883e-10
1.144186e+01,-1.590893e-10,-4.366431e-10
1.172093e+01,-1.640372e-10,-4.466398e-10
1.200000e+01,-1.562221e-10,-4.488882e-10
