TIME,2026-06-12T17:58:31,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),45428.047913235234,2785.5451939469012
BEAM ENERGY (eV),42.7990316926895,5.248679726007712
BEAM DENSITY - FIT (m^-3),12095931749981.904,1696159924586.8406
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),21.414705546503008,5.672106175737084
THERMAL SPEED (m/s),22722.083905555723,3009.19553076379
AFLVEN SPEED (m/s),125855.53030071485,8824.086940802088
PLASMA FREQUENCY (rad/s),2297167.234440132,161060.88739865634
DEBYE LENGTH (m),0.009891349469423183,0.0014822112121919491
