TIME,2026-06-12T20:59:16,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),14856.264144240497,314.58191932369624
BEAM ENERGY (eV),4.577254056110666,0.19384703344302048
BEAM DENSITY - FIT (m^-3),21849653084654.64,2430042245739.8315
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.8336027759488195,0.14361001737245488
THERMAL SPEED (m/s),4483.030377629375,386.1599847000301
AFLVEN SPEED (m/s),93641.78741459211,5207.256575251114
PLASMA FREQUENCY (rad/s),3087416.5098949983,171685.8505755553
DEBYE LENGTH (m),0.0014520329094767459,0.00014887452539452643
