TIME,2026-06-12T20:39:54,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-1.887391e-10,-3.347413e-10
-1.755102e+00,-1.854474e-10,-3.574080e-10
-1.510204e+00,-1.874029e-10,-3.722848e-10
-1.265306e+00,-1.833668e-10,-3.776522e-10
-1.020408e+00,-1.872429e-10,-4.006880e-10
-7.755102e-01,-1.912373e-10,-4.023935e-10
-5.306122e-01,-1.870341e-10,-4.111231e-10
-2.857143e-01,-1.800819e-10,-3.876141e-10
-4.081633e-02,-1.825524e-10,-4.071969e-10
2.040816e-01,-1.824412e-10,-4.069814e-10
4.489796e-01,-1.932626e-10,-4.154882e-10
6.938776e-01,-1.821141e-10,-4.305601e-10
9.387755e-01,-1.930051e-10,-4.216839e-10
1.183673e+00,-1.930746e-10,-4.253175e-10
1.428571e+00,-1.664145e-10,-4.309497e-10
1.673469e+00,-1.887738e-10,-4.280539e-10
1.918367e+00,-1.864704e-10,-4.305669e-10
2.163265e+00,-1.926638e-10,-4.330312e-10
2.408163e+00,-1.865121e-10,-4.345420e-10
2.653061e+00,-1.797132e-10,-4.212175e-10
2.897959e+00,-1.898942e-10,-4.429447e-10
3.142857e+00,-1.851899e-10,-4.408769e-10
3.387755e+00,-1.826010e-10,-4.479778e-10
3.632653e+00,-1.850577e-10,-4.443783e-10
3.877551e+00,-1.704019e-10,-4.337693e-10
4.122449e+00,-1.836660e-10,-4.253734e-10
4.367347e+00,-1.908685e-10,-4.504910e-10
4.612245e+00,-1.826847e-10,-4.474696e-10
4.857143e+00,-1.929144e-10,-4.549880e-10
5.102041e+00,-1.808753e-10,-4.625900e-10
5.346939e+00,-1.685996e-10,-4.619425e-10
5.591837e+00,-1.745704e-10,-4.662379e-10
5.836735e+00,-1.823925e-10,-4.507132e-10
6.081633e+00,-1.767278e-10,-4.574240e-10
6.326531e+00,-1.834570e-10,-4.674559e-10
6.571429e+00,-1.836798e-10,-4.663283e-10
6.816327e+00,-1.837494e-10,-4.605292e-10
7.061224e+00,-1.809726e-10,-4.692033e-10
7.306122e+00,-1.941740e-10,-4.777173e-10
7.551020e+00,-1.815781e-10,-4.555030e-10
7.795918e+00,-1.807362e-10,-4.603276e-10
8.040816e+00,-1.705412e-10,-4.669272e-10
8.285714e+00,-1.791287e-10,-4.692382e-10
8.530612e+00,-1.885025e-10,-4.564499e-10
8.775510e+00,-1.767137e-10,-4.749884e-10
9.020408e+00,-1.768738e-10,-4.840868e-10
9.265306e+00,-1.861572e-10,-4.880693e-10
9.510204e+00,-1.881823e-10,-4.742642e-10
9.755102e+00,-1.843132e-10,-4.835721e-10
1.000000e+01,-1.857397e-10,-4.843796e-10
