TIME,2026-06-12T20:39:54,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),19983.340163422843,2831233.817896995
BEAM ENERGY (eV),8.281746930156846,2346.710989071056
BEAM DENSITY - FIT (m^-3),7711716.1345923,78113354539.53645
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0002745744819627485,5.256293663860808
THERMAL SPEED (m/s),81.3621079870933,778774.3595723844
AFLVEN SPEED (m/s),157621860.81445962,798290035712.8016
PLASMA FREQUENCY (rad/s),1834.2075076769265,9289508.252485875
DEBYE LENGTH (m),0.04435818065652812,480.355609588242
