TIME,2026-06-12T19:05:24,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),11560.030554896935,1611749988.3833737
BEAM ENERGY (eV),2.7714290000000004,772809.4899650844
BEAM DENSITY - FIT (m^-3),42123427.92810507,106317202413482.53
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0010059308393919888,5077.827609235704
THERMAL SPEED (m/s),155.73139252406003,393057421.8508706
AFLVEN SPEED (m/s),67441949.35843354,85109875119118.44
PLASMA FREQUENCY (rad/s),4286.815598157623,5409842741.626805
DEBYE LENGTH (m),0.036327989613313405,102512.35377361663
