TIME,2026-06-12T14:57:20,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),10351.441327176946,inf
BEAM ENERGY (eV),2.222222,inf
BEAM DENSITY - FIT (m^-3),161410478.26560593,inf
BEAM DENSITY - SATURATION (m^-3),1730131528.9209156,inf
BEAM TEMPERATURE (eV),0.0015943886565396507,inf
THERMAL SPEED (m/s),196.06009266044555,inf
AFLVEN SPEED (m/s),34452925.54450165,inf
PLASMA FREQUENCY (rad/s),8391.484784258873,inf
DEBYE LENGTH (m),0.023364171860053174,inf
