TIME,2026-06-10T21:15:19,
,,
PARAMETER,VALUE,2SIGMA
BEAM SPEED (m/s),28253.711185650096,801.2668113410676
BEAM ENERGY (eV),16.55529012219042,0.9390061673576615
BEAM DENSITY - FIT (m^-3),324791101.01848084,569651857.66582
BEAM DENSITY - SATURATION (m^-3),nan,nan
BEAM TEMPERATURE (eV),0.0301423570314221,0.07993741957784689
THERMAL SPEED (m/s),852.4731527076137,1130.3778270524892
AFLVEN SPEED (m/s),24287896.696948968,21299298.886001892
PLASMA FREQUENCY (rad/s),11903.509146438662,10438.796008799865
DEBYE LENGTH (m),0.07161528102514711,0.11385060379529362
