TIME,2026-06-12T21:08:07,
SOURCE,BIGGIE,
METER,TUPAC,
SWEEP VOLTAGE RANGE (V),-2.0000,10.0000
NUM SWEEP STEPS,50,
NUM POWER LINE CYCLES,1.0000,
VRANGE,20.0000,
IRANGE,0.0000,
,,
Voltage (V),Meter current (A),Source current (A)
-2.000000e+00,-1.952455e-10,-2.626003e-10
-1.755102e+00,-1.697331e-10,-2.328104e-10
-1.510204e+00,-2.089590e-10,-2.733985e-10
-1.265306e+00,-1.826807e-10,-2.919314e-10
-1.020408e+00,-1.799229e-10,-2.863410e-10
-7.755102e-01,-1.777775e-10,-3.167440e-10
-5.306122e-01,-1.845195e-10,-2.970623e-10
-2.857143e-01,-1.836000e-10,-3.164372e-10
-4.081633e-02,-2.033664e-10,-3.180456e-10
2.040816e-01,-1.945558e-10,-3.117662e-10
4.489796e-01,-2.096487e-10,-3.087792e-10
6.938776e-01,-1.839833e-10,-3.542689e-10
9.387755e-01,-1.819914e-10,-3.526605e-10
1.183673e+00,-1.784669e-10,-3.342044e-10
1.428571e+00,-1.868178e-10,-3.541157e-10
1.673469e+00,-1.913383e-10,-3.458449e-10
1.918367e+00,-2.041326e-10,-3.443131e-10
2.163265e+00,-1.915680e-10,-3.459216e-10
2.408163e+00,-1.804590e-10,-3.531966e-10
2.653061e+00,-1.857454e-10,-3.579447e-10
2.897959e+00,-1.772412e-10,-3.574088e-10
3.142857e+00,-1.922575e-10,-3.605487e-10
3.387755e+00,-1.992293e-10,-3.601657e-10
3.632653e+00,-1.884269e-10,-3.531968e-10
3.877551e+00,-1.898058e-10,-3.898031e-10
4.122449e+00,-1.793865e-10,-3.758649e-10
4.367347e+00,-1.839067e-10,-3.607784e-10
4.612245e+00,-2.014510e-10,-3.800767e-10
4.857143e+00,-1.768581e-10,-3.981503e-10
5.102041e+00,-1.942494e-10,-4.034347e-10
5.346939e+00,-2.049753e-10,-3.845953e-10
5.591837e+00,-2.044391e-10,-3.816853e-10
5.836735e+00,-1.862815e-10,-3.857441e-10
6.081633e+00,-1.901123e-10,-3.812256e-10
6.326531e+00,-1.838301e-10,-4.066509e-10
6.571429e+00,-2.073501e-10,-4.097906e-10
6.816327e+00,-1.860518e-10,-3.966185e-10
7.061224e+00,-2.030599e-10,-4.000648e-10
7.306122e+00,-1.968543e-10,-4.140793e-10
7.551020e+00,-1.729508e-10,-4.261794e-10
7.795918e+00,-1.797696e-10,-4.091780e-10
8.040816e+00,-1.871243e-10,-4.238051e-10
8.285714e+00,-1.861285e-10,-4.140792e-10
8.530612e+00,-1.931768e-10,-4.107865e-10
8.775510e+00,-2.021405e-10,-4.220440e-10
9.020408e+00,-1.993060e-10,-4.340672e-10
9.265306e+00,-2.048988e-10,-4.275576e-10
9.510204e+00,-1.767816e-10,-4.234988e-10
9.755102e+00,-1.867413e-10,-4.270217e-10
1.000000e+01,-2.085760e-10,-4.274044e-10
